cust_id,date,plan_type,agent,cancel_reason,outcome,postal_code,add_ons
714076,2023-09-01,VIP Standard - Furnace,Jill,Price,Y,N2T,"Humidifier, Duct Cleaning, Tankless, HRV System, Ductless System, Gas Fireplace, Water Heater, Boiler System"
335982,2023-02-24,Whole House Protection,Jane,Unused,N,N2E,"Water Heater, Humidifier, Duct Cleaning, HRV System, Gas Fireplace, Ductless System, Tankless, Boiler System"
717301,2023-03-01,VIP Standard - AC/Heat Pump,Bob,Moving,N,N2G,"Ductless System, Gas Fireplace, HRV System, Duct Cleaning, Tankless, Humidifier, Boiler System, Water Heater"
602076,2023-06-29,VIP Standard - Furnace & AC/Heat Pump,Jane,Bad Customer Service,Y,N2M,Gas Fireplace
941075,2023-10-23,VIP Standard - Furnace & AC/Heat Pump,Jill,Bad Customer Service,N,N2T,
431303,2023-12-06,VIP Standard - Furnace,Jane,Price,Y,N2T,"Gas Fireplace, Boiler System, Tankless, Humidifier, Ductless System, HRV System"
823747,2023-10-04,VIP Essential,Bob,Moving,Y,N2P,"Water Heater, Boiler System, Ductless System"
309205,2023-02-27,VIP Standard - AC/Heat Pump,Jill,Price,Y,N2B,HRV System
162022,2023-08-31,VIP Standard - Furnace & AC/Heat Pump,Jane,Moving,Y,N2B,"Duct Cleaning, Tankless, HRV System"
502452,2023-05-24,VIP Standard - Furnace,Bob,Moving,Y,N2P,"Ductless System, Water Heater, HRV System, Humidifier, Tankless"
850712,2023-07-19,VIP Standard - Furnace,Bob,Unused,Y,N2B,"Gas Fireplace, Humidifier, Water Heater, Duct Cleaning, Boiler System, Tankless"
288698,2023-11-01,VIP Essential,Jane,Price,N,N2G,"Tankless, Duct Cleaning, Ductless System, Boiler System, Gas Fireplace, Water Heater, Humidifier"
303799,2023-09-28,VIP Standard - AC/Heat Pump,Jill,Bad Customer Service,N,N2H,"Ductless System, HRV System, Water Heater, Gas Fireplace"
622577,2023-01-19,VIP Essential,Bob,Unused,N,N2P,
147574,2023-08-31,VIP Standard - Furnace & AC/Heat Pump,Jack,Bad Customer Service,Y,N2L,Boiler System
527168,2023-04-10,VIP Standard - Furnace,Bob,Unused,N,N2H,"Water Heater, HRV System, Ductless System, Boiler System, Gas Fireplace, Humidifier, Tankless"
623231,2023-03-31,VIP Standard - Furnace,Jill,Bad Customer Service,Y,N2M,"Humidifier, Tankless"
437171,2023-04-21,VIP Standard - Furnace,Jack,Unused,Y,N2G,"HRV System, Duct Cleaning, Humidifier, Tankless, Ductless System"
140289,2023-10-27,VIP Standard - Furnace,Jack,Moving,N,N2G,
849798,2023-02-23,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,N,N2K,"Ductless System, HRV System, Gas Fireplace, Tankless, Boiler System, Duct Cleaning"
275609,2023-06-09,VIP Standard - AC/Heat Pump,Jane,Moving,Y,N2E,"Gas Fireplace, Ductless System, Humidifier, Duct Cleaning, Water Heater, Boiler System, Tankless"
463545,2023-04-27,VIP Standard - AC/Heat Pump,Jane,Moving,N,N2M,"Gas Fireplace, Water Heater, Humidifier, Boiler System, Ductless System, HRV System"
725604,2023-06-02,Whole House Protection,Jack,Moving,N,N2G,"Humidifier, HRV System, Duct Cleaning, Gas Fireplace"
188606,2023-08-14,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,Y,N2B,"Humidifier, HRV System, Tankless, Boiler System, Ductless System, Water Heater, Gas Fireplace"
347959,2023-12-22,VIP Standard - Furnace & AC/Heat Pump,Jack,Bad Customer Service,Y,N2C,"Tankless, Boiler System, HRV System, Humidifier, Ductless System, Duct Cleaning, Water Heater, Gas Fireplace"
179166,2023-08-28,VIP Essential,Jill,Moving,Y,N2B,"Boiler System, Humidifier, HRV System, Gas Fireplace, Ductless System, Duct Cleaning, Water Heater"
378623,2023-12-26,Whole House Protection,Jack,Price,N,N2R,"Tankless, Ductless System, Water Heater"
506280,2023-08-02,VIP Standard - Furnace & AC/Heat Pump,Jill,Moving,Y,N2R,"Water Heater, Tankless, Humidifier, HRV System, Ductless System"
113452,2023-05-12,VIP Essential,Jack,Unused,N,N2J,"HRV System, Boiler System, Water Heater, Ductless System, Humidifier"
388879,2023-01-04,VIP Essential,Jill,Bad Customer Service,Y,N2E,"Humidifier, Boiler System, Duct Cleaning, Ductless System"
136946,2023-11-09,VIP Essential,Jack,Price,Y,N2P,"HRV System, Ductless System, Humidifier, Boiler System, Water Heater, Duct Cleaning, Gas Fireplace, Tankless"
918579,2023-01-13,VIP Essential,Bob,Bad Customer Service,N,N2C,"Duct Cleaning, Gas Fireplace, Humidifier"
313398,2023-12-13,Whole House Protection,Jack,Price,Y,N2K,"Gas Fireplace, Boiler System"
744406,2023-02-08,VIP Standard - Furnace,Jack,Moving,Y,N2B,
555246,2023-08-28,Whole House Protection,Jill,Unused,N,N2G,"Humidifier, Duct Cleaning, Tankless, Boiler System, Ductless System, HRV System"
172538,2023-09-18,VIP Standard - Furnace & AC/Heat Pump,Jill,Bad Customer Service,N,N2E,
893237,2023-08-17,Whole House Protection,Jack,Price,Y,N2R,"HRV System, Ductless System, Gas Fireplace, Duct Cleaning, Boiler System, Tankless, Water Heater"
234375,2023-01-11,VIP Standard - AC/Heat Pump,Jack,Bad Customer Service,Y,N2N,"Gas Fireplace, Duct Cleaning, Humidifier"
286291,2023-09-20,VIP Standard - Furnace,Bob,Unused,N,N2N,"Water Heater, Duct Cleaning"
972032,2023-11-16,VIP Essential,Bob,Price,Y,N2T,"Water Heater, Humidifier, Duct Cleaning, Gas Fireplace, Tankless"
110654,2023-08-31,VIP Standard - Furnace,Jack,Unused,Y,N2C,"Tankless, Duct Cleaning, Humidifier, Gas Fireplace"
938559,2023-04-24,VIP Standard - Furnace,Jane,Bad Customer Service,Y,N2K,"Gas Fireplace, Ductless System, Water Heater, HRV System, Humidifier, Duct Cleaning, Tankless"
452014,2023-01-10,Whole House Protection,Jack,Price,N,N2E,"Boiler System, Tankless, HRV System, Duct Cleaning, Humidifier"
131733,2023-03-21,VIP Standard - Furnace,Jack,Price,Y,N2E,Duct Cleaning
902136,2023-08-03,VIP Standard - Furnace & AC/Heat Pump,Bob,Moving,Y,N2V,"Gas Fireplace, HRV System, Water Heater, Ductless System, Tankless, Humidifier, Boiler System, Duct Cleaning"
885773,2023-01-17,VIP Standard - AC/Heat Pump,Jack,Price,N,N2V,"Humidifier, Tankless, Gas Fireplace"
911935,2023-11-24,VIP Essential,Jane,Price,Y,N2G,Ductless System
750866,2023-05-17,VIP Essential,Jack,Unused,Y,N2N,Tankless
467256,2023-09-06,Whole House Protection,Bob,Unused,Y,N2B,"Boiler System, HRV System, Tankless, Humidifier"
126502,2023-07-12,VIP Essential,Jane,Unused,Y,N2G,"Ductless System, HRV System, Humidifier"
640631,2023-09-18,VIP Standard - Furnace & AC/Heat Pump,Jane,Price,N,N2P,"Ductless System, HRV System, Duct Cleaning, Boiler System, Water Heater, Tankless, Humidifier, Gas Fireplace"
892753,2023-08-18,VIP Standard - Furnace & AC/Heat Pump,Jill,Unused,N,N2L,"Water Heater, Gas Fireplace, Boiler System, Tankless"
208726,2023-05-22,VIP Standard - AC/Heat Pump,Jane,Unused,N,N2M,"Humidifier, Duct Cleaning, Water Heater, Tankless, Gas Fireplace, Boiler System, HRV System"
654929,2023-05-31,Whole House Protection,Jill,Price,Y,N2V,
548719,2023-09-13,Whole House Protection,Jack,Bad Customer Service,N,N2A,"Tankless, Humidifier, Water Heater, HRV System, Duct Cleaning, Boiler System, Gas Fireplace, Ductless System"
415463,2023-09-14,VIP Standard - Furnace & AC/Heat Pump,Bob,Price,N,N2M,"Humidifier, Boiler System, Gas Fireplace, Water Heater, Ductless System"
761315,2023-08-17,Whole House Protection,Jane,Price,Y,N2K,"Humidifier, Gas Fireplace"
223345,2023-10-26,VIP Standard - Furnace,Jack,Moving,N,N2J,"Ductless System, Gas Fireplace, Tankless, HRV System, Water Heater, Duct Cleaning, Boiler System, Humidifier"
776637,2023-11-06,VIP Essential,Jack,Unused,Y,N2A,"Boiler System, Gas Fireplace"
165619,2023-05-22,Whole House Protection,Jill,Bad Customer Service,Y,N2K,"Ductless System, HRV System, Gas Fireplace, Duct Cleaning"
806921,2023-12-15,Whole House Protection,Bob,Bad Customer Service,N,N2J,Duct Cleaning
243078,2023-03-21,VIP Essential,Jill,Moving,N,N2K,"Duct Cleaning, Boiler System, Water Heater, Gas Fireplace, HRV System, Humidifier, Ductless System"
497913,2023-04-03,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,N,N2N,"Tankless, Gas Fireplace, Ductless System, Humidifier, HRV System, Boiler System, Duct Cleaning, Water Heater"
429168,2023-04-25,Whole House Protection,Jack,Unused,N,N2B,"Duct Cleaning, Boiler System, Gas Fireplace"
484447,2023-05-31,VIP Standard - AC/Heat Pump,Jack,Price,Y,N2K,
856186,2023-10-23,Whole House Protection,Jill,Moving,N,N2L,"HRV System, Gas Fireplace, Boiler System, Ductless System, Water Heater, Duct Cleaning, Humidifier"
405839,2023-10-18,VIP Standard - Furnace,Bob,Unused,Y,N2B,Boiler System
446181,2023-10-25,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,N,N2R,"Duct Cleaning, Gas Fireplace, Boiler System, Water Heater, Humidifier, Tankless, HRV System, Ductless System"
285317,2023-04-21,VIP Essential,Bob,Bad Customer Service,N,N2E,
426553,2023-08-08,VIP Standard - AC/Heat Pump,Bob,Unused,Y,N2N,
234679,2023-06-07,Whole House Protection,Bob,Unused,N,N2B,"Boiler System, Water Heater"
723665,2023-01-25,Whole House Protection,Jack,Price,Y,N2T,"Humidifier, Water Heater, Tankless, Ductless System, Boiler System, Duct Cleaning, HRV System, Gas Fireplace"
688398,2023-01-03,Whole House Protection,Jill,Moving,N,N2P,"Duct Cleaning, Gas Fireplace, Ductless System"
895288,2023-04-27,VIP Standard - Furnace & AC/Heat Pump,Jack,Moving,Y,N2A,"Ductless System, Tankless"
656462,2023-12-19,VIP Essential,Jack,Unused,N,N2L,"Gas Fireplace, HRV System, Water Heater"
500542,2023-10-11,VIP Essential,Jill,Unused,N,N2E,"Gas Fireplace, Humidifier, Tankless, Boiler System, Water Heater, Ductless System, HRV System"
949542,2023-11-15,VIP Essential,Bob,Moving,Y,N2H,"Tankless, HRV System, Water Heater"
846472,2023-11-20,VIP Standard - Furnace,Bob,Unused,Y,N2L,"Humidifier, Ductless System, Water Heater, Duct Cleaning, Boiler System, Gas Fireplace, Tankless, HRV System"
400198,2023-02-02,VIP Standard - Furnace & AC/Heat Pump,Jill,Moving,N,N2E,"Gas Fireplace, Boiler System"
140202,2023-04-04,VIP Standard - Furnace,Jill,Bad Customer Service,N,N2R,"Humidifier, Tankless, Ductless System, Gas Fireplace, Boiler System, Duct Cleaning"
903347,2023-04-06,VIP Standard - Furnace,Jill,Unused,N,N2T,Humidifier
213435,2023-05-24,VIP Standard - Furnace,Jane,Moving,Y,N2A,Humidifier
295101,2023-08-21,VIP Standard - Furnace,Jill,Price,N,N2E,"Boiler System, Duct Cleaning, Humidifier, HRV System, Gas Fireplace, Water Heater, Tankless, Ductless System"
172848,2023-12-22,Whole House Protection,Jack,Unused,N,N2J,"Ductless System, Gas Fireplace, HRV System, Boiler System, Water Heater"
468906,2023-03-22,Whole House Protection,Bob,Unused,Y,N2L,"Ductless System, Humidifier, Gas Fireplace, Tankless, Boiler System, Duct Cleaning"
997096,2023-11-29,VIP Standard - AC/Heat Pump,Jill,Price,Y,N2V,"Tankless, Boiler System, HRV System, Humidifier"
166149,2023-07-03,VIP Essential,Jill,Bad Customer Service,N,N2H,Boiler System
862809,2023-07-31,VIP Essential,Jill,Price,Y,N2N,"HRV System, Duct Cleaning, Gas Fireplace, Tankless, Ductless System"
191481,2023-12-26,VIP Standard - Furnace,Jane,Price,Y,N2K,"Tankless, HRV System, Boiler System, Water Heater, Gas Fireplace, Ductless System, Humidifier, Duct Cleaning"
672151,2023-11-15,Whole House Protection,Jane,Moving,N,N2G,"Duct Cleaning, Gas Fireplace, Water Heater, HRV System, Ductless System, Tankless"
474758,2023-08-24,VIP Standard - Furnace & AC/Heat Pump,Jane,Unused,Y,N2B,"Tankless, Duct Cleaning, HRV System"
842268,2023-12-20,VIP Standard - Furnace,Jane,Unused,N,N2E,"Ductless System, Gas Fireplace"
843497,2023-06-16,VIP Standard - Furnace,Bob,Moving,N,N2R,"Humidifier, Boiler System, Ductless System, HRV System, Duct Cleaning, Gas Fireplace, Water Heater, Tankless"
682595,2023-09-04,VIP Standard - Furnace,Jill,Moving,Y,N2R,
877562,2023-02-20,VIP Essential,Jill,Unused,Y,N2K,"Water Heater, HRV System"
203862,2023-03-16,VIP Standard - AC/Heat Pump,Bob,Moving,Y,N2L,"Ductless System, Boiler System"
247851,2023-03-15,Whole House Protection,Jane,Unused,Y,N2N,"Humidifier, Ductless System, Water Heater, Boiler System, Gas Fireplace"
504931,2023-12-12,VIP Standard - Furnace & AC/Heat Pump,Jane,Bad Customer Service,Y,N2H,"Tankless, Gas Fireplace, Ductless System"
726431,2023-11-09,VIP Standard - Furnace,Jack,Price,Y,N2V,"Tankless, Humidifier, Boiler System, Gas Fireplace, Duct Cleaning, Ductless System"
998927,2023-05-03,Whole House Protection,Jack,Moving,N,N2P,
893660,2023-07-12,VIP Standard - Furnace & AC/Heat Pump,Jill,Moving,Y,N2B,"Gas Fireplace, Tankless, Boiler System, Duct Cleaning, Humidifier, HRV System, Ductless System, Water Heater"
324221,2023-03-21,VIP Essential,Jill,Unused,N,N2P,"Gas Fireplace, Water Heater, HRV System, Duct Cleaning, Boiler System, Humidifier"
957269,2023-10-26,Whole House Protection,Jane,Unused,Y,N2A,"Humidifier, Gas Fireplace, Water Heater, Boiler System, Duct Cleaning, Tankless"
498189,2023-02-24,Whole House Protection,Jane,Unused,N,N2P,"HRV System, Humidifier, Duct Cleaning, Boiler System, Tankless, Ductless System"
128393,2023-06-16,VIP Standard - Furnace & AC/Heat Pump,Jack,Moving,Y,N2E,"Ductless System, HRV System, Duct Cleaning"
880528,2023-08-29,VIP Essential,Jane,Moving,Y,N2P,"Water Heater, Gas Fireplace, Duct Cleaning, Tankless, Humidifier"
300958,2023-03-02,VIP Essential,Jill,Bad Customer Service,N,N2G,"HRV System, Water Heater, Humidifier, Gas Fireplace, Ductless System, Boiler System, Tankless, Duct Cleaning"
558537,2023-02-08,VIP Standard - Furnace & AC/Heat Pump,Jane,Price,Y,N2E,"Water Heater, Duct Cleaning, Boiler System, Tankless, Ductless System"
655983,2023-01-12,Whole House Protection,Bob,Price,N,N2N,
833081,2023-08-10,VIP Essential,Jack,Unused,N,N2K,"Duct Cleaning, Ductless System, Water Heater, Gas Fireplace, Humidifier, HRV System, Tankless"
248106,2023-02-15,VIP Standard - Furnace & AC/Heat Pump,Jane,Moving,N,N2A,Tankless
104455,2023-08-09,VIP Standard - Furnace & AC/Heat Pump,Jill,Bad Customer Service,Y,N2G,"HRV System, Tankless, Duct Cleaning, Boiler System, Water Heater, Ductless System, Gas Fireplace"
584535,2023-11-07,VIP Standard - AC/Heat Pump,Bob,Unused,N,N2G,"Tankless, HRV System, Boiler System, Humidifier, Water Heater, Duct Cleaning, Gas Fireplace"
663894,2023-08-18,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,Y,N2M,"Gas Fireplace, Ductless System, HRV System, Boiler System"
381091,2023-02-14,VIP Standard - Furnace,Jane,Bad Customer Service,N,N2C,"Boiler System, Humidifier, Ductless System, Tankless, Duct Cleaning, HRV System, Gas Fireplace"
671886,2023-01-24,VIP Standard - Furnace,Jill,Bad Customer Service,N,N2M,
155273,2023-01-02,VIP Standard - Furnace,Jane,Moving,Y,N2E,"Humidifier, Water Heater, Duct Cleaning, Gas Fireplace, HRV System"
940724,2023-07-14,VIP Standard - Furnace & AC/Heat Pump,Jane,Moving,Y,N2R,HRV System
471072,2023-10-20,Whole House Protection,Jane,Moving,N,N2E,"HRV System, Humidifier, Tankless, Boiler System, Duct Cleaning, Ductless System, Gas Fireplace, Water Heater"
106753,2023-02-08,Whole House Protection,Jane,Bad Customer Service,Y,N2T,"Humidifier, Tankless, Water Heater, HRV System, Gas Fireplace, Boiler System, Duct Cleaning, Ductless System"
544835,2023-08-30,Whole House Protection,Jill,Price,N,N2C,"Gas Fireplace, Duct Cleaning, Tankless, Boiler System"
671661,2023-08-23,VIP Standard - Furnace,Jack,Bad Customer Service,N,N2A,"Tankless, Water Heater, Humidifier, HRV System, Boiler System, Gas Fireplace"
340328,2023-07-17,Whole House Protection,Jane,Bad Customer Service,Y,N2V,"Tankless, Ductless System"
149884,2023-10-20,VIP Standard - Furnace & AC/Heat Pump,Jill,Moving,Y,N2V,"Tankless, HRV System, Humidifier, Water Heater"
190501,2023-06-26,Whole House Protection,Jill,Bad Customer Service,Y,N2C,"Gas Fireplace, HRV System, Ductless System, Duct Cleaning, Tankless, Humidifier"
863242,2023-07-14,VIP Standard - Furnace & AC/Heat Pump,Bob,Price,N,N2G,
117316,2023-11-28,VIP Standard - AC/Heat Pump,Jill,Price,Y,N2R,
306281,2023-08-21,VIP Essential,Jane,Price,Y,N2K,"HRV System, Gas Fireplace"
760090,2023-10-06,VIP Standard - AC/Heat Pump,Bob,Moving,Y,N2P,"Gas Fireplace, Ductless System, Water Heater, Boiler System"
304271,2023-05-11,VIP Essential,Jack,Unused,Y,N2B,"Boiler System, Tankless, HRV System, Ductless System, Humidifier"
633368,2023-11-14,VIP Standard - Furnace,Jane,Moving,Y,N2L,"HRV System, Boiler System, Tankless, Humidifier, Ductless System, Gas Fireplace, Duct Cleaning"
119816,2023-06-23,VIP Standard - Furnace,Bob,Price,Y,N2V,"HRV System, Gas Fireplace, Boiler System, Ductless System, Water Heater"
604519,2023-09-04,Whole House Protection,Jane,Moving,N,N2B,"HRV System, Gas Fireplace, Boiler System, Duct Cleaning, Humidifier"
667163,2023-01-09,VIP Standard - Furnace,Jack,Moving,Y,N2K,"Gas Fireplace, Ductless System, HRV System"
154479,2023-05-29,VIP Standard - AC/Heat Pump,Jill,Price,N,N2N,"Ductless System, Duct Cleaning, Water Heater, Gas Fireplace, Tankless, Humidifier, HRV System, Boiler System"
663596,2023-03-30,Whole House Protection,Jane,Moving,Y,N2M,"Gas Fireplace, Tankless, Ductless System, Humidifier"
396473,2023-04-03,VIP Standard - Furnace,Jane,Unused,N,N2E,"Boiler System, Water Heater, Ductless System, HRV System, Tankless, Humidifier, Gas Fireplace"
146891,2023-02-13,VIP Standard - AC/Heat Pump,Bob,Moving,Y,N2R,"HRV System, Ductless System, Water Heater, Tankless, Duct Cleaning"
757883,2023-01-23,VIP Standard - AC/Heat Pump,Bob,Moving,N,N2K,"HRV System, Tankless, Water Heater, Boiler System, Gas Fireplace, Humidifier, Duct Cleaning"
594833,2023-10-24,Whole House Protection,Bob,Unused,Y,N2N,"Ductless System, Gas Fireplace, Humidifier, Water Heater, HRV System"
472937,2023-08-21,Whole House Protection,Bob,Unused,N,N2T,"Gas Fireplace, Boiler System"
849156,2023-03-03,VIP Essential,Jane,Moving,Y,N2P,"Tankless, HRV System, Duct Cleaning, Boiler System, Humidifier"
704759,2023-04-24,Whole House Protection,Bob,Unused,Y,N2J,"Gas Fireplace, Ductless System, Humidifier, Water Heater, Duct Cleaning, Boiler System, Tankless"
266750,2023-03-24,VIP Essential,Jill,Unused,N,N2L,"Gas Fireplace, Water Heater"
311102,2023-07-05,VIP Standard - Furnace & AC/Heat Pump,Bob,Moving,Y,N2J,"Water Heater, Gas Fireplace"
901091,2023-04-25,VIP Essential,Jill,Unused,Y,N2N,"Water Heater, Tankless, Humidifier"
816634,2023-02-20,Whole House Protection,Jill,Unused,Y,N2G,"HRV System, Gas Fireplace, Humidifier, Boiler System, Tankless, Ductless System, Water Heater, Duct Cleaning"
144440,2023-10-04,VIP Standard - Furnace & AC/Heat Pump,Jane,Unused,N,N2L,"HRV System, Ductless System, Boiler System, Gas Fireplace, Water Heater, Humidifier, Tankless"
597113,2023-09-20,VIP Standard - AC/Heat Pump,Jill,Price,Y,N2N,
896863,2023-04-07,VIP Essential,Bob,Moving,N,N2M,
187065,2023-07-14,VIP Standard - Furnace,Jack,Moving,N,N2V,"Boiler System, Water Heater, HRV System"
237775,2023-06-08,Whole House Protection,Jack,Moving,Y,N2M,"Tankless, Ductless System, Humidifier, Gas Fireplace, Water Heater"
915251,2023-03-28,VIP Standard - Furnace & AC/Heat Pump,Jane,Bad Customer Service,N,N2K,"Ductless System, Duct Cleaning"
733692,2023-12-28,VIP Standard - Furnace,Bob,Moving,Y,N2G,"Ductless System, HRV System, Gas Fireplace, Water Heater, Humidifier, Duct Cleaning, Boiler System"
171017,2023-08-18,VIP Standard - Furnace & AC/Heat Pump,Bob,Bad Customer Service,N,N2P,"Tankless, Boiler System, Water Heater, Duct Cleaning, HRV System, Gas Fireplace, Humidifier, Ductless System"
350204,2023-02-21,VIP Standard - Furnace,Bob,Unused,N,N2T,"Ductless System, HRV System, Duct Cleaning, Tankless, Gas Fireplace, Humidifier"
816337,2023-03-14,VIP Standard - AC/Heat Pump,Jane,Price,N,N2M,"Gas Fireplace, Boiler System, HRV System, Ductless System"
207490,2023-05-17,VIP Standard - AC/Heat Pump,Jane,Unused,Y,N2G,"Tankless, Boiler System, Duct Cleaning, HRV System"
466322,2023-08-08,VIP Standard - Furnace,Jack,Unused,Y,N2C,Water Heater
930936,2023-06-07,VIP Standard - Furnace & AC/Heat Pump,Jill,Unused,N,N2G,"Boiler System, Ductless System"
106723,2023-08-10,VIP Standard - AC/Heat Pump,Bob,Unused,N,N2N,"Boiler System, HRV System, Duct Cleaning, Humidifier, Ductless System"
969533,2023-10-30,VIP Standard - Furnace,Jane,Price,Y,N2V,"Tankless, Boiler System, Water Heater"
459787,2023-02-13,VIP Standard - Furnace & AC/Heat Pump,Jane,Moving,N,N2E,"Water Heater, Duct Cleaning, Tankless, Ductless System, Gas Fireplace, Boiler System, HRV System"
211280,2023-04-25,VIP Standard - Furnace & AC/Heat Pump,Jill,Unused,Y,N2B,"HRV System, Tankless, Gas Fireplace, Boiler System, Humidifier, Duct Cleaning"
787991,2023-10-23,VIP Standard - Furnace & AC/Heat Pump,Jill,Bad Customer Service,N,N2E,"Duct Cleaning, Ductless System, HRV System"
849856,2023-07-12,VIP Standard - Furnace,Jack,Moving,Y,N2J,Gas Fireplace
227831,2023-04-14,VIP Standard - AC/Heat Pump,Jack,Bad Customer Service,Y,N2M,"Gas Fireplace, Tankless, Ductless System"
274710,2023-10-17,VIP Essential,Bob,Moving,N,N2M,"Ductless System, Duct Cleaning"
689205,2023-01-31,VIP Standard - Furnace & AC/Heat Pump,Jack,Price,N,N2P,"HRV System, Tankless, Boiler System, Humidifier, Water Heater"
923009,2023-01-03,Whole House Protection,Bob,Price,N,N2L,Water Heater
940810,2023-06-07,VIP Standard - Furnace,Jill,Price,Y,N2K,"Duct Cleaning, Tankless, HRV System, Water Heater"
158030,2023-11-23,Whole House Protection,Jack,Price,Y,N2M,
446934,2023-12-11,VIP Standard - AC/Heat Pump,Jane,Unused,Y,N2T,"Boiler System, Gas Fireplace"
315932,2023-08-18,VIP Standard - Furnace & AC/Heat Pump,Bob,Unused,N,N2E,"Boiler System, Gas Fireplace, Humidifier, Water Heater, Ductless System"
531005,2023-07-17,VIP Essential,Jane,Price,Y,N2K,
257918,2023-11-28,VIP Standard - AC/Heat Pump,Jill,Moving,Y,N2B,"Duct Cleaning, Tankless, Humidifier, Water Heater, Gas Fireplace"
806889,2023-05-18,VIP Standard - AC/Heat Pump,Jane,Price,Y,N2L,"HRV System, Water Heater, Humidifier"
304230,2023-12-22,VIP Standard - Furnace,Jack,Bad Customer Service,Y,N2G,"Tankless, Boiler System, Humidifier, Gas Fireplace, HRV System, Water Heater"
820404,2023-12-05,VIP Standard - AC/Heat Pump,Jane,Bad Customer Service,Y,N2M,HRV System
472074,2023-07-11,VIP Standard - Furnace,Bob,Price,N,N2E,
212023,2023-12-25,Whole House Protection,Jill,Moving,Y,N2T,"Ductless System, HRV System, Boiler System, Gas Fireplace, Tankless"
947217,2023-08-07,VIP Standard - AC/Heat Pump,Jill,Moving,N,N2K,"Ductless System, Boiler System"
105243,2023-06-23,Whole House Protection,Bob,Moving,N,N2L,
100848,2023-04-26,Whole House Protection,Jane,Unused,N,N2R,
284885,2023-12-29,Whole House Protection,Bob,Unused,Y,N2H,"Duct Cleaning, Gas Fireplace, Boiler System, Humidifier, Water Heater, HRV System"
450367,2023-02-28,VIP Standard - Furnace,Jane,Unused,N,N2A,Gas Fireplace
867889,2023-08-03,VIP Standard - Furnace,Jill,Price,N,N2N,Duct Cleaning
257951,2023-03-16,VIP Standard - Furnace & AC/Heat Pump,Bob,Price,Y,N2M,"HRV System, Ductless System, Water Heater, Duct Cleaning"
927058,2023-10-31,VIP Standard - AC/Heat Pump,Bob,Bad Customer Service,N,N2V,"Humidifier, Boiler System, Duct Cleaning, Water Heater, Ductless System, HRV System, Gas Fireplace, Tankless"
159759,2023-03-23,VIP Essential,Bob,Price,Y,N2B,"Gas Fireplace, Boiler System, Duct Cleaning, Water Heater, HRV System, Tankless, Humidifier, Ductless System"
372587,2023-10-10,Whole House Protection,Bob,Moving,Y,N2G,"Gas Fireplace, Duct Cleaning"
849994,2023-08-17,Whole House Protection,Jack,Bad Customer Service,N,N2E,
552867,2023-05-25,VIP Standard - Furnace & AC/Heat Pump,Jack,Moving,Y,N2A,"HRV System, Tankless, Duct Cleaning, Ductless System, Water Heater, Humidifier"
873052,2023-05-10,Whole House Protection,Jane,Bad Customer Service,N,N2N,Boiler System
163258,2023-12-13,VIP Essential,Jane,Unused,Y,N2J,"Gas Fireplace, Water Heater, HRV System, Tankless"
360420,2023-03-14,VIP Standard - Furnace,Jack,Bad Customer Service,N,N2G,"Water Heater, Humidifier, Boiler System, HRV System"
665875,2023-01-02,VIP Standard - Furnace & AC/Heat Pump,Jack,Moving,N,N2C,"Humidifier, Tankless, Ductless System, Duct Cleaning, Water Heater, HRV System, Boiler System"
760087,2023-11-20,VIP Standard - Furnace & AC/Heat Pump,Bob,Unused,Y,N2M,"Tankless, Gas Fireplace, Humidifier, Ductless System, Duct Cleaning"
343063,2023-02-27,VIP Standard - AC/Heat Pump,Bob,Bad Customer Service,N,N2P,"Humidifier, Duct Cleaning, Water Heater, Boiler System, Ductless System, Gas Fireplace, HRV System, Tankless"
143381,2023-03-27,VIP Standard - Furnace & AC/Heat Pump,Jill,Bad Customer Service,N,N2J,"Humidifier, Water Heater, Boiler System, Duct Cleaning, HRV System, Ductless System, Gas Fireplace"
975095,2023-01-03,VIP Standard - Furnace,Jill,Unused,N,N2T,"Gas Fireplace, Ductless System, Water Heater"
907958,2023-06-09,VIP Standard - Furnace & AC/Heat Pump,Jane,Unused,N,N2G,
661355,2023-10-04,Whole House Protection,Bob,Bad Customer Service,N,N2H,"Ductless System, Water Heater, Tankless, HRV System, Boiler System, Gas Fireplace"
508591,2023-09-01,VIP Essential,Jane,Moving,Y,N2R,"Humidifier, Gas Fireplace, Boiler System, Duct Cleaning, Ductless System, Water Heater, Tankless, HRV System"
246415,2023-03-30,VIP Standard - Furnace & AC/Heat Pump,Jill,Bad Customer Service,N,N2H,"HRV System, Gas Fireplace, Boiler System"
894436,2023-08-31,VIP Standard - Furnace & AC/Heat Pump,Jack,Price,N,N2G,"Humidifier, Gas Fireplace, Boiler System, HRV System"
481557,2023-09-25,VIP Essential,Jack,Unused,Y,N2N,"Water Heater, HRV System, Boiler System, Ductless System, Tankless, Humidifier"
790502,2023-07-05,VIP Standard - AC/Heat Pump,Bob,Unused,Y,N2V,"Tankless, Gas Fireplace, Ductless System"
250946,2023-08-14,Whole House Protection,Bob,Unused,N,N2P,"HRV System, Tankless"
